parameter_id,leaf_path,scope,default_value,data_type,range_enum_or_formula,effect_step_category,permission,implementation_status,consumer_unit_ids,authoritative_source,notes
GP-005,global_parameters.GP-005.direction,match_global,"""dice""",string,布尔、整数和枚举；`enabled`为布尔值；启用时`exchange_count=3`、`same_suit_required=true`；方向为`left`、`right`、`opposite`、`dice`或`random`；来源可见性由[GP-021](#gp-021)控制。,换三张,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-006,global_parameters.GP-006.enabled,match_global,true,boolean,布尔和枚举；`enabled=true`；缺门只能为`wan`、`tong`、`tiao`；`force_discard_missing_suit`为布尔值；`allow_hu_before_cleared=false`；定缺提交时限服从[GP-022](#gp-022)。,定缺,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-006,global_parameters.GP-006.force_discard_missing_suit,match_global,true,boolean,布尔和枚举；`enabled=true`；缺门只能为`wan`、`tong`、`tiao`；`force_discard_missing_suit`为布尔值；`allow_hu_before_cleared=false`；定缺提交时限服从[GP-022](#gp-022)。,定缺,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-006,global_parameters.GP-006.allow_hu_before_cleared,match_global,false,boolean,布尔和枚举；`enabled=true`；缺门只能为`wan`、`tong`、`tiao`；`force_discard_missing_suit`为布尔值；`allow_hu_before_cleared=false`；定缺提交时限服从[GP-022](#gp-022)。,定缺,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.draw,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.discard,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.peng,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.ming_gang,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.an_gang,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.bu_gang,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.qiang_gang_hu,match_global,true,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-007,global_parameters.GP-007.chi,match_global,false,boolean,动作开关集合；`draw`、`discard`、`peng`、`ming_gang`、`an_gang`、`bu_gang`、`qiang_gang_hu`取`true/false`；`chi=false`为锁定值。,行牌与合法动作,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-008,global_parameters.GP-008.priority_mode,match_global,"""hu_gang_peng_pass""",string,有序枚举；`hu`必须高于碰杠；`gang`与`peng`的先后由平台规则明确，允许`hu > gang > peng > pass`或`hu > peng/gang_by_seat > pass`；`multi_hu`取`true/false`；同级座位优先为`nearest_from_discarder`或平台确定性顺序。,多人响应解析,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-012|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-008,global_parameters.GP-008.multi_hu,match_global,true,boolean,有序枚举；`hu`必须高于碰杠；`gang`与`peng`的先后由平台规则明确，允许`hu > gang > peng > pass`或`hu > peng/gang_by_seat > pass`；`multi_hu`取`true/false`；同级座位优先为`nearest_from_discarder`或平台确定性顺序。,多人响应解析,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-012|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-008,global_parameters.GP-008.seat_priority,match_global,"""nearest_from_discarder""",string,有序枚举；`hu`必须高于碰杠；`gang`与`peng`的先后由平台规则明确，允许`hu > gang > peng > pass`或`hu > peng/gang_by_seat > pass`；`multi_hu`取`true/false`；同级座位优先为`nearest_from_discarder`或平台确定性顺序。,多人响应解析,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-012|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-009,global_parameters.GP-009.pass_hu_mode,match_global,"""until_value_increase""",string,枚举和整数；过胡模式为`none`、`until_self_draw`、`until_value_increase`或`platform_custom`；点炮、自摸、抢杠胡可放弃开关为布尔值；强制胡牌剩余张阈值为整数0—4，0表示关闭。,胡牌资格与响应,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-009,global_parameters.GP-009.discard_hu_can_pass,match_global,true,boolean,枚举和整数；过胡模式为`none`、`until_self_draw`、`until_value_increase`或`platform_custom`；点炮、自摸、抢杠胡可放弃开关为布尔值；强制胡牌剩余张阈值为整数0—4，0表示关闭。,胡牌资格与响应,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-009,global_parameters.GP-009.self_draw_can_pass,match_global,false,boolean,枚举和整数；过胡模式为`none`、`until_self_draw`、`until_value_increase`或`platform_custom`；点炮、自摸、抢杠胡可放弃开关为布尔值；强制胡牌剩余张阈值为整数0—4，0表示关闭。,胡牌资格与响应,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-009,global_parameters.GP-009.qiang_gang_hu_can_pass,match_global,true,boolean,枚举和整数；过胡模式为`none`、`until_self_draw`、`until_value_increase`或`platform_custom`；点炮、自摸、抢杠胡可放弃开关为布尔值；强制胡牌剩余张阈值为整数0—4，0表示关闭。,胡牌资格与响应,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-009,global_parameters.GP-009.forced_hu_wall_threshold,match_global,0,integer,枚举和整数；过胡模式为`none`、`until_self_draw`、`until_value_increase`或`platform_custom`；点炮、自摸、抢杠胡可放弃开关为布尔值；强制胡牌剩余张阈值为整数0—4，0表示关闭。,胡牌资格与响应,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-010,global_parameters.GP-010.total_tiles,match_global,108,integer,整数和枚举；总牌数固定108；四家发牌共53张后，标准剩余牌墙为55张；终止胡牌家数固定3；保留尾牌数0—16；杠后补牌来源为`wall_tail`或平台指定位置。,牌墙推进与终局判定,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-010,global_parameters.GP-010.standard_wall_after_deal,match_global,55,integer,整数和枚举；总牌数固定108；四家发牌共53张后，标准剩余牌墙为55张；终止胡牌家数固定3；保留尾牌数0—16；杠后补牌来源为`wall_tail`或平台指定位置。,牌墙推进与终局判定,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-010,global_parameters.GP-010.terminal_winners,match_global,3,integer,整数和枚举；总牌数固定108；四家发牌共53张后，标准剩余牌墙为55张；终止胡牌家数固定3；保留尾牌数0—16；杠后补牌来源为`wall_tail`或平台指定位置。,牌墙推进与终局判定,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-010,global_parameters.GP-010.tail_reserved,match_global,0,integer,整数和枚举；总牌数固定108；四家发牌共53张后，标准剩余牌墙为55张；终止胡牌家数固定3；保留尾牌数0—16；杠后补牌来源为`wall_tail`或平台指定位置。,牌墙推进与终局判定,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-010,global_parameters.GP-010.gang_draw_source,match_global,"""wall_tail""",string,整数和枚举；总牌数固定108；四家发牌共53张后，标准剩余牌墙为55张；终止胡牌家数固定3；保留尾牌数0—16；杠后补牌来源为`wall_tail`或平台指定位置。,牌墙推进与终局判定,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-015|MODEL-001|MODEL-002|MODEL-004|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-004|STATE-008|STATE-010|TRAIN-001|TRAIN-007|TRAIN-008|TRAIN-009,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-011,global_parameters.GP-011.patterns[0].id,match_global,"""standard""",string,番型数组；番型数量1—128；每个番型ID长度1—64字符且唯一；启用状态为布尔值；成立条件必须能由公开规则和手牌状态确定。,番型识别与结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-011,global_parameters.GP-011.patterns[0].enabled,match_global,true,boolean,番型数组；番型数量1—128；每个番型ID长度1—64字符且唯一；启用状态为布尔值；成立条件必须能由公开规则和手牌状态确定。,番型识别与结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
GP-011,global_parameters.GP-011.patterns[1].id,match_global,"""qingyise""",string,番型数组；番型数量1—128；每个番型ID长度1—64字符且唯一；启用状态为布尔值；成立条件必须能由公开规则和手牌状态确定。,番型识别与结算,READ_ONLY,IMPLEMENTED,ALGO-001|ALGO-003|ALGO-004|ALGO-005|ALGO-006|ALGO-008|ALGO-009|AUDIT-004|AUDIT-005|AUDIT-008|AUDIT-010|AUDIT-011|AUDIT-013|HEUR-003|HEUR-011|HEUR-015|HEUR-020|MODEL-001|MODEL-002|RULE-001|RULE-002|RULE-003|RULE-004|RULE-005|RULE-006|RULE-007|RULE-008|RULE-009|RULE-010|RULE-011|RULE-012|RULE-013|RULE-014|RULE-015|SCORE-001|SCORE-002|SCORE-003|SCORE-004|SCORE-005|SCORE-006|STATE-001|STATE-003|STATE-004|STATE-008|STATE-010|TRAIN-002,default.json + config.py + Task 19 parameter_registry.csv,真实配置叶字段；具体字段校验以 config.py 为准。
